"all_orign","s1","s2","s3","s4","s5","s6","new_id","trip_num","clusts"
"Sens2","Sens2","Sens4",NA,NA,NA,NA,"MAC_7",53,9
"Sens2","Sens2","Sens4",NA,NA,NA,NA,"MAC_3",115,9
"Sens2","Sens2","Sens4",NA,NA,NA,NA,"MAC_5",116,9
"Sens2","Sens2","Sens4",NA,NA,NA,NA,"MAC_3",120,9
"Sens2","Sens2","Sens4",NA,NA,NA,NA,"MAC_7",76,9
"Sens2","Sens2","Sens4",NA,NA,NA,NA,"MAC_13",78,9
"Sens2","Sens2","Sens4","Sens1",NA,NA,NA,"MAC_3",81,2
"Sens2","Sens2","Sens4","Sens3",NA,NA,NA,"MAC_4",7,3
"Sens2","Sens2","Sens4","Sens5",NA,NA,NA,"MAC_7",136,9
"Sens2","Sens2","Sens4","Sens5",NA,NA,NA,"MAC_5",104,9
"Sens2","Sens2","Sens4","Sens5","Sens6","Sens2","Sens5","MAC_3",219,11
"Sens2","Sens2","Sens4","Sens8",NA,NA,NA,"MAC_18",51,8
"Sens2","Sens2","Sens4","Sens8",NA,NA,NA,"MAC_18",34,8
"Sens2","Sens2","Sens4","Sens8",NA,NA,NA,"MAC_18",3,8
"Sens2","Sens2","Sens4","Sens8",NA,NA,NA,"MAC_18",16,8
"Sens2","Sens2","Sens4","Sens8",NA,NA,NA,"MAC_13",13,8
"Sens2","Sens2","Sens4","Sens8",NA,NA,NA,"MAC_3",72,8
"Sens2","Sens2","Sens4","Sens8",NA,NA,NA,"MAC_18",7,8
"Sens2","Sens2","Sens4","Sens8",NA,NA,NA,"MAC_18",28,8
"Sens2","Sens2","Sens4","Sens8",NA,NA,NA,"MAC_13",86,8
"Sens2","Sens2","Sens6",NA,NA,NA,NA,"MAC_3",195,18
"Sens2","Sens2","Sens6",NA,NA,NA,NA,"MAC_4",11,18
"Sens2","Sens2","Sens6",NA,NA,NA,NA,"MAC_19",105,18
"Sens2","Sens2","Sens6",NA,NA,NA,NA,"MAC_3",154,18
"Sens2","Sens2","Sens6",NA,NA,NA,NA,"MAC_3",46,18
"Sens2","Sens2","Sens6",NA,NA,NA,NA,"MAC_3",118,18
"Sens2","Sens2","Sens6",NA,NA,NA,NA,"MAC_7",118,18
"Sens2","Sens2","Sens6",NA,NA,NA,NA,"MAC_15",19,18
"Sens2","Sens2","Sens6","Sens2",NA,NA,NA,"MAC_24",47,18
"Sens2","Sens2","Sens7",NA,NA,NA,NA,"MAC_7",152,18
"Sens2","Sens2","Sens7",NA,NA,NA,NA,"MAC_25",1,18
"Sens2","Sens2","Sens7",NA,NA,NA,NA,"MAC_21",98,18
"Sens2","Sens2","Sens7",NA,NA,NA,NA,"MAC_21",127,18
"Sens2","Sens2","Sens7","Sens1","Sens3",NA,NA,"MAC_21",122,16
"Sens2","Sens2","Sens7","Sens5",NA,NA,NA,"MAC_21",130,18
"Sens2","Sens2","Sens7","Sens6",NA,NA,NA,"MAC_18",61,18
"Sens2","Sens2","Sens8",NA,NA,NA,NA,"MAC_19",73,8
"Sens2","Sens2","Sens8",NA,NA,NA,NA,"MAC_7",157,8
"Sens2","Sens2","Sens8","Sens1",NA,NA,NA,"MAC_3",89,2
"Sens2","Sens2","Sens8","Sens5",NA,NA,NA,"MAC_24",6,8
"Sens2","Sens3",NA,NA,NA,NA,NA,"MAC_12",41,3
"Sens2","Sens3",NA,NA,NA,NA,NA,"MAC_16",43,3
"Sens2","Sens3",NA,NA,NA,NA,NA,"MAC_13",3,3
"Sens2","Sens3",NA,NA,NA,NA,NA,"MAC_16",56,3
"Sens2","Sens3",NA,NA,NA,NA,NA,"MAC_13",121,3
"Sens2","Sens3",NA,NA,NA,NA,NA,"MAC_22",175,3
"Sens2","Sens3",NA,NA,NA,NA,NA,"MAC_17",67,3
"Sens2","Sens3",NA,NA,NA,NA,NA,"MAC_21",65,3
"Sens2","Sens3",NA,NA,NA,NA,NA,"MAC_1",105,3
"Sens2","Sens3",NA,NA,NA,NA,NA,"MAC_24",70,3
"Sens2","Sens3",NA,NA,NA,NA,NA,"MAC_3",221,3
"Sens2","Sens3",NA,NA,NA,NA,NA,"MAC_21",33,3
"Sens2","Sens3",NA,NA,NA,NA,NA,"MAC_22",81,3
"Sens2","Sens3",NA,NA,NA,NA,NA,"MAC_3",116,3
"Sens2","Sens3",NA,NA,NA,NA,NA,"MAC_22",112,3
"Sens2","Sens3",NA,NA,NA,NA,NA,"MAC_6",12,3
"Sens2","Sens3",NA,NA,NA,NA,NA,"MAC_1",36,3
"Sens2","Sens3",NA,NA,NA,NA,NA,"MAC_20",59,3
"Sens2","Sens3",NA,NA,NA,NA,NA,"MAC_1",74,3
"Sens2","Sens3",NA,NA,NA,NA,NA,"MAC_1",95,3
"Sens2","Sens3",NA,NA,NA,NA,NA,"MAC_16",48,3
"Sens2","Sens3",NA,NA,NA,NA,NA,"MAC_1",38,3
"Sens2","Sens3",NA,NA,NA,NA,NA,"MAC_7",18,3
"Sens2","Sens3",NA,NA,NA,NA,NA,"MAC_1",126,3
"Sens2","Sens3",NA,NA,NA,NA,NA,"MAC_12",47,3
"Sens2","Sens3",NA,NA,NA,NA,NA,"MAC_6",50,3
"Sens2","Sens3",NA,NA,NA,NA,NA,"MAC_17",20,3
"Sens2","Sens3",NA,NA,NA,NA,NA,"MAC_20",85,3
"Sens2","Sens3",NA,NA,NA,NA,NA,"MAC_3",183,3
"Sens2","Sens3",NA,NA,NA,NA,NA,"MAC_1",136,3
"Sens2","Sens3",NA,NA,NA,NA,NA,"MAC_1",57,3
"Sens2","Sens3",NA,NA,NA,NA,NA,"MAC_1",111,3
"Sens2","Sens3",NA,NA,NA,NA,NA,"MAC_1",47,3
"Sens2","Sens3",NA,NA,NA,NA,NA,"MAC_1",79,3
"Sens2","Sens3",NA,NA,NA,NA,NA,"MAC_17",43,3
"Sens2","Sens3",NA,NA,NA,NA,NA,"MAC_4",55,3
"Sens2","Sens3","Sens1",NA,NA,NA,NA,"MAC_23",64,2
"Sens2","Sens3","Sens1",NA,NA,NA,NA,"MAC_2",70,2
"Sens2","Sens3","Sens1",NA,NA,NA,NA,"MAC_23",70,2
"Sens2","Sens3","Sens1",NA,NA,NA,NA,"MAC_14",66,2
"Sens2","Sens3","Sens1",NA,NA,NA,NA,"MAC_2",17,2
"Sens2","Sens3","Sens1",NA,NA,NA,NA,"MAC_23",38,2
"Sens2","Sens3","Sens1","Sens7",NA,NA,NA,"MAC_23",23,25
"Sens2","Sens3","Sens1","Sens7",NA,NA,NA,"MAC_23",36,25
"Sens2","Sens3","Sens1","Sens7",NA,NA,NA,"MAC_23",46,25
"Sens2","Sens3","Sens1","Sens7",NA,NA,NA,"MAC_23",26,25
"Sens2","Sens3","Sens1","Sens7",NA,NA,NA,"MAC_23",52,25
"Sens2","Sens3","Sens1","Sens7",NA,NA,NA,"MAC_2",52,25
"Sens2","Sens3","Sens1","Sens7","Sens4",NA,NA,"MAC_21",25,11
"Sens2","Sens3","Sens2",NA,NA,NA,NA,"MAC_21",120,22
"Sens2","Sens3","Sens2",NA,NA,NA,NA,"MAC_22",204,22
"Sens2","Sens3","Sens2","Sens8",NA,NA,NA,"MAC_22",109,22
"Sens2","Sens3","Sens4",NA,NA,NA,NA,"MAC_2",33,22
"Sens2","Sens3","Sens4",NA,NA,NA,NA,"MAC_7",132,22
"Sens2","Sens3","Sens4",NA,NA,NA,NA,"MAC_23",33,22
"Sens2","Sens3","Sens4",NA,NA,NA,NA,"MAC_22",126,22
"Sens2","Sens3","Sens4",NA,NA,NA,NA,"MAC_23",67,22
"Sens2","Sens3","Sens4",NA,NA,NA,NA,"MAC_2",43,22
"Sens2","Sens3","Sens4",NA,NA,NA,NA,"MAC_2",10,22
"Sens2","Sens3","Sens4",NA,NA,NA,NA,"MAC_20",217,22
"Sens2","Sens3","Sens4","Sens8",NA,NA,NA,"MAC_13",44,22
"Sens2","Sens3","Sens5",NA,NA,NA,NA,"MAC_22",47,8
"Sens2","Sens3","Sens7","Sens2",NA,NA,NA,"MAC_1",97,11
"Sens2","Sens4",NA,NA,NA,NA,NA,"MAC_8",53,9
"Sens2","Sens4",NA,NA,NA,NA,NA,"MAC_7",100,9
"Sens2","Sens4",NA,NA,NA,NA,NA,"MAC_22",100,9
"Sens2","Sens4",NA,NA,NA,NA,NA,"MAC_15",58,9
"Sens2","Sens4",NA,NA,NA,NA,NA,"MAC_22",68,9
"Sens2","Sens4",NA,NA,NA,NA,NA,"MAC_5",38,9
"Sens2","Sens4",NA,NA,NA,NA,NA,"MAC_16",26,9
"Sens2","Sens4",NA,NA,NA,NA,NA,"MAC_21",132,9
"Sens2","Sens4",NA,NA,NA,NA,NA,"MAC_3",63,9
"Sens2","Sens4",NA,NA,NA,NA,NA,"MAC_24",138,9
"Sens2","Sens4",NA,NA,NA,NA,NA,"MAC_3",23,9
"Sens2","Sens4",NA,NA,NA,NA,NA,"MAC_7",11,9
"Sens2","Sens4",NA,NA,NA,NA,NA,"MAC_9",54,9
"Sens2","Sens4",NA,NA,NA,NA,NA,"MAC_13",109,9
"Sens2","Sens4",NA,NA,NA,NA,NA,"MAC_16",52,9
"Sens2","Sens4",NA,NA,NA,NA,NA,"MAC_21",87,9
"Sens2","Sens4",NA,NA,NA,NA,NA,"MAC_5",31,9
"Sens2","Sens4",NA,NA,NA,NA,NA,"MAC_5",61,9
"Sens2","Sens4",NA,NA,NA,NA,NA,"MAC_8",11,9
"Sens2","Sens4",NA,NA,NA,NA,NA,"MAC_3",76,9
"Sens2","Sens4",NA,NA,NA,NA,NA,"MAC_24",14,9
"Sens2","Sens4",NA,NA,NA,NA,NA,"MAC_16",67,9
"Sens2","Sens4",NA,NA,NA,NA,NA,"MAC_21",88,9
"Sens2","Sens4",NA,NA,NA,NA,NA,"MAC_5",131,9
"Sens2","Sens4",NA,NA,NA,NA,NA,"MAC_16",59,9
"Sens2","Sens4",NA,NA,NA,NA,NA,"MAC_20",62,9
"Sens2","Sens4",NA,NA,NA,NA,NA,"MAC_7",27,9
"Sens2","Sens4",NA,NA,NA,NA,NA,"MAC_9",7,9
"Sens2","Sens4",NA,NA,NA,NA,NA,"MAC_18",36,9
"Sens2","Sens4","Sens1",NA,NA,NA,NA,"MAC_23",42,2
"Sens2","Sens4","Sens1","Sens8",NA,NA,NA,"MAC_3",69,8
"Sens2","Sens4","Sens2",NA,NA,NA,NA,"MAC_3",108,9
"Sens2","Sens4","Sens2",NA,NA,NA,NA,"MAC_3",34,9
"Sens2","Sens4","Sens2",NA,NA,NA,NA,"MAC_5",42,9
"Sens2","Sens4","Sens2",NA,NA,NA,NA,"MAC_19",32,9
"Sens2","Sens4","Sens2",NA,NA,NA,NA,"MAC_24",19,9
"Sens2","Sens4","Sens2",NA,NA,NA,NA,"MAC_20",125,9
"Sens2","Sens4","Sens2",NA,NA,NA,NA,"MAC_9",51,9
"Sens2","Sens4","Sens2",NA,NA,NA,NA,"MAC_21",125,9
"Sens2","Sens4","Sens2",NA,NA,NA,NA,"MAC_24",16,9
"Sens2","Sens4","Sens2",NA,NA,NA,NA,"MAC_19",117,9
"Sens2","Sens4","Sens2","Sens1",NA,NA,NA,"MAC_5",11,2
"Sens2","Sens4","Sens2","Sens3",NA,NA,NA,"MAC_9",1,3
"Sens2","Sens4","Sens2","Sens6",NA,NA,NA,"MAC_19",129,18
"Sens2","Sens4","Sens2","Sens6",NA,NA,NA,"MAC_4",24,18
"Sens2","Sens4","Sens2","Sens7",NA,NA,NA,"MAC_21",109,18
"Sens2","Sens4","Sens3",NA,NA,NA,NA,"MAC_16",63,3
"Sens2","Sens4","Sens3",NA,NA,NA,NA,"MAC_5",52,3
"Sens2","Sens4","Sens3",NA,NA,NA,NA,"MAC_8",43,3
"Sens2","Sens4","Sens3",NA,NA,NA,NA,"MAC_13",75,3
"Sens2","Sens4","Sens3",NA,NA,NA,NA,"MAC_22",11,3
"Sens2","Sens4","Sens3",NA,NA,NA,NA,"MAC_13",65,3
"Sens2","Sens4","Sens3",NA,NA,NA,NA,"MAC_13",18,3
"Sens2","Sens4","Sens3",NA,NA,NA,NA,"MAC_8",12,3
"Sens2","Sens4","Sens3",NA,NA,NA,NA,"MAC_3",67,3
"Sens2","Sens4","Sens3",NA,NA,NA,NA,"MAC_8",45,3
"Sens2","Sens4","Sens3",NA,NA,NA,NA,"MAC_8",10,3
"Sens2","Sens4","Sens3",NA,NA,NA,NA,"MAC_13",32,3
"Sens2","Sens4","Sens3","Sens1",NA,NA,NA,"MAC_14",99,2
"Sens2","Sens4","Sens3","Sens1","Sens7",NA,NA,"MAC_2",66,25
"Sens2","Sens4","Sens3","Sens1","Sens7",NA,NA,"MAC_2",54,25
"Sens2","Sens4","Sens3","Sens1","Sens7",NA,NA,"MAC_23",66,25
"Sens2","Sens4","Sens3","Sens1","Sens7",NA,NA,"MAC_23",25,25
"Sens2","Sens4","Sens3","Sens1","Sens7",NA,NA,"MAC_23",54,25
"Sens2","Sens4","Sens5",NA,NA,NA,NA,"MAC_16",54,8
"Sens2","Sens4","Sens5",NA,NA,NA,NA,"MAC_3",44,8
"Sens2","Sens4","Sens5",NA,NA,NA,NA,"MAC_7",116,8
"Sens2","Sens4","Sens5",NA,NA,NA,NA,"MAC_5",56,8
"Sens2","Sens4","Sens5",NA,NA,NA,NA,"MAC_8",32,8
"Sens2","Sens4","Sens5",NA,NA,NA,NA,"MAC_22",14,8
"Sens2","Sens4","Sens5",NA,NA,NA,NA,"MAC_9",24,8
"Sens2","Sens4","Sens5",NA,NA,NA,NA,"MAC_5",89,8
"Sens2","Sens4","Sens5",NA,NA,NA,NA,"MAC_8",73,8
"Sens2","Sens4","Sens5",NA,NA,NA,NA,"MAC_8",68,8
"Sens2","Sens4","Sens6",NA,NA,NA,NA,"MAC_3",29,18
"Sens2","Sens4","Sens8",NA,NA,NA,NA,"MAC_18",9,8
"Sens2","Sens4","Sens8",NA,NA,NA,NA,"MAC_13",64,8
"Sens2","Sens4","Sens8",NA,NA,NA,NA,"MAC_6",15,8
"Sens2","Sens4","Sens8",NA,NA,NA,NA,"MAC_18",13,8
"Sens2","Sens4","Sens8",NA,NA,NA,NA,"MAC_5",82,8
"Sens2","Sens4","Sens8",NA,NA,NA,NA,"MAC_6",21,8
"Sens2","Sens4","Sens8",NA,NA,NA,NA,"MAC_17",70,8
"Sens2","Sens4","Sens8",NA,NA,NA,NA,"MAC_6",8,8
"Sens2","Sens4","Sens8",NA,NA,NA,NA,"MAC_6",53,8
"Sens2","Sens4","Sens8",NA,NA,NA,NA,"MAC_6",27,8
"Sens2","Sens4","Sens8",NA,NA,NA,NA,"MAC_17",25,8
"Sens2","Sens4","Sens8",NA,NA,NA,NA,"MAC_22",199,8
"Sens2","Sens4","Sens8",NA,NA,NA,NA,"MAC_13",50,8
"Sens2","Sens4","Sens8",NA,NA,NA,NA,"MAC_4",1,8
"Sens2","Sens4","Sens8",NA,NA,NA,NA,"MAC_6",25,8
"Sens2","Sens5",NA,NA,NA,NA,NA,"MAC_13",34,8
"Sens2","Sens5",NA,NA,NA,NA,NA,"MAC_3",61,8
"Sens2","Sens5",NA,NA,NA,NA,NA,"MAC_22",130,8
"Sens2","Sens5",NA,NA,NA,NA,NA,"MAC_19",134,8
"Sens2","Sens5",NA,NA,NA,NA,NA,"MAC_11",42,8
"Sens2","Sens5",NA,NA,NA,NA,NA,"MAC_3",159,8
"Sens2","Sens5",NA,NA,NA,NA,NA,"MAC_5",44,8
"Sens2","Sens5",NA,NA,NA,NA,NA,"MAC_19",43,8
"Sens2","Sens5",NA,NA,NA,NA,NA,"MAC_3",58,8
"Sens2","Sens5",NA,NA,NA,NA,NA,"MAC_21",123,8
"Sens2","Sens5",NA,NA,NA,NA,NA,"MAC_21",96,8
"Sens2","Sens5",NA,NA,NA,NA,NA,"MAC_5",127,8
"Sens2","Sens5",NA,NA,NA,NA,NA,"MAC_21",128,8
"Sens2","Sens5",NA,NA,NA,NA,NA,"MAC_3",49,8
"Sens2","Sens6",NA,NA,NA,NA,NA,"MAC_15",13,5
"Sens2","Sens6",NA,NA,NA,NA,NA,"MAC_4",18,5
"Sens2","Sens6",NA,NA,NA,NA,NA,"MAC_24",88,5
"Sens2","Sens6",NA,NA,NA,NA,NA,"MAC_1",66,5
"Sens2","Sens6",NA,NA,NA,NA,NA,"MAC_1",101,5
"Sens2","Sens6",NA,NA,NA,NA,NA,"MAC_20",91,5
"Sens2","Sens6",NA,NA,NA,NA,NA,"MAC_15",18,5
"Sens2","Sens6",NA,NA,NA,NA,NA,"MAC_4",65,5
"Sens2","Sens6",NA,NA,NA,NA,NA,"MAC_12",76,5
"Sens2","Sens6",NA,NA,NA,NA,NA,"MAC_1",104,5
"Sens2","Sens6",NA,NA,NA,NA,NA,"MAC_1",127,5
"Sens2","Sens6",NA,NA,NA,NA,NA,"MAC_1",46,5
"Sens2","Sens6",NA,NA,NA,NA,NA,"MAC_1",102,5
"Sens2","Sens6",NA,NA,NA,NA,NA,"MAC_3",129,5
"Sens2","Sens6",NA,NA,NA,NA,NA,"MAC_3",128,5
"Sens2","Sens6",NA,NA,NA,NA,NA,"MAC_24",119,5
"Sens2","Sens6",NA,NA,NA,NA,NA,"MAC_1",41,5
"Sens2","Sens6",NA,NA,NA,NA,NA,"MAC_24",108,5
"Sens2","Sens6",NA,NA,NA,NA,NA,"MAC_1",129,5
"Sens2","Sens6",NA,NA,NA,NA,NA,"MAC_1",120,5
"Sens2","Sens6",NA,NA,NA,NA,NA,"MAC_3",40,5
"Sens2","Sens6",NA,NA,NA,NA,NA,"MAC_20",60,5
"Sens2","Sens6",NA,NA,NA,NA,NA,"MAC_1",33,5
"Sens2","Sens6",NA,NA,NA,NA,NA,"MAC_3",136,5
"Sens2","Sens6",NA,NA,NA,NA,NA,"MAC_1",121,5
"Sens2","Sens6",NA,NA,NA,NA,NA,"MAC_12",43,5
"Sens2","Sens6",NA,NA,NA,NA,NA,"MAC_1",128,5
"Sens2","Sens6",NA,NA,NA,NA,NA,"MAC_1",122,5
"Sens2","Sens6",NA,NA,NA,NA,NA,"MAC_20",44,5
"Sens2","Sens6",NA,NA,NA,NA,NA,"MAC_19",92,5
"Sens2","Sens6",NA,NA,NA,NA,NA,"MAC_1",42,5
"Sens2","Sens6","Sens1",NA,NA,NA,NA,"MAC_3",144,16
"Sens2","Sens6","Sens2",NA,NA,NA,NA,"MAC_24",97,11
"Sens2","Sens6","Sens2",NA,NA,NA,NA,"MAC_4",20,11
"Sens2","Sens6","Sens2",NA,NA,NA,NA,"MAC_19",52,11
"Sens2","Sens6","Sens2",NA,NA,NA,NA,"MAC_24",134,11
"Sens2","Sens6","Sens2",NA,NA,NA,NA,"MAC_1",43,11
"Sens2","Sens6","Sens2","Sens4",NA,NA,NA,"MAC_20",7,11
"Sens2","Sens6","Sens2","Sens4",NA,NA,NA,"MAC_22",138,11
"Sens2","Sens6","Sens2","Sens4","Sens5",NA,NA,"MAC_3",53,11
"Sens2","Sens6","Sens2","Sens8","Sens1","Sens6",NA,"MAC_3",38,11
"Sens2","Sens6","Sens4",NA,NA,NA,NA,"MAC_7",54,11
"Sens2","Sens6","Sens4","Sens3",NA,NA,NA,"MAC_3",122,3
"Sens2","Sens7",NA,NA,NA,NA,NA,"MAC_1",77,5
"Sens2","Sens7",NA,NA,NA,NA,NA,"MAC_7",5,5
"Sens2","Sens7",NA,NA,NA,NA,NA,"MAC_1",73,5
"Sens2","Sens7",NA,NA,NA,NA,NA,"MAC_21",114,5
"Sens2","Sens7",NA,NA,NA,NA,NA,"MAC_1",10,5
"Sens2","Sens7",NA,NA,NA,NA,NA,"MAC_21",135,5
"Sens2","Sens7",NA,NA,NA,NA,NA,"MAC_3",153,5
"Sens2","Sens7",NA,NA,NA,NA,NA,"MAC_20",16,5
"Sens2","Sens7",NA,NA,NA,NA,NA,"MAC_4",19,5
"Sens2","Sens7",NA,NA,NA,NA,NA,"MAC_21",95,5
"Sens2","Sens7",NA,NA,NA,NA,NA,"MAC_1",56,5
"Sens2","Sens7",NA,NA,NA,NA,NA,"MAC_20",120,5
"Sens2","Sens7",NA,NA,NA,NA,NA,"MAC_12",29,5
"Sens2","Sens7",NA,NA,NA,NA,NA,"MAC_7",4,5
"Sens2","Sens7",NA,NA,NA,NA,NA,"MAC_21",145,5
"Sens2","Sens7",NA,NA,NA,NA,NA,"MAC_7",42,5
"Sens2","Sens7",NA,NA,NA,NA,NA,"MAC_1",110,5
"Sens2","Sens7",NA,NA,NA,NA,NA,"MAC_1",58,5
"Sens2","Sens7",NA,NA,NA,NA,NA,"MAC_21",115,5
"Sens2","Sens7","Sens1",NA,NA,NA,NA,"MAC_18",38,16
"Sens2","Sens7","Sens2",NA,NA,NA,NA,"MAC_24",89,11
"Sens2","Sens7","Sens2",NA,NA,NA,NA,"MAC_22",196,11
"Sens2","Sens7","Sens2","Sens4",NA,NA,NA,"MAC_18",17,11
"Sens2","Sens7","Sens2","Sens4","Sens8",NA,NA,"MAC_18",22,11
"Sens2","Sens7","Sens3",NA,NA,NA,NA,"MAC_1",8,3
"Sens2","Sens7","Sens4","Sens2","Sens1",NA,NA,"MAC_14",49,11
"Sens2","Sens7","Sens4","Sens5",NA,NA,NA,"MAC_21",77,11
"Sens2","Sens7","Sens6",NA,NA,NA,NA,"MAC_22",63,20
"Sens2","Sens8",NA,NA,NA,NA,NA,"MAC_3",170,8
"Sens2","Sens8",NA,NA,NA,NA,NA,"MAC_5",15,8
"Sens2","Sens8",NA,NA,NA,NA,NA,"MAC_5",70,8
"Sens2","Sens8",NA,NA,NA,NA,NA,"MAC_4",34,8
"Sens2","Sens8",NA,NA,NA,NA,NA,"MAC_3",31,8
"Sens2","Sens8",NA,NA,NA,NA,NA,"MAC_19",98,8
"Sens2","Sens8",NA,NA,NA,NA,NA,"MAC_3",93,8
"Sens2","Sens8",NA,NA,NA,NA,NA,"MAC_5",85,8
"Sens2","Sens8",NA,NA,NA,NA,NA,"MAC_9",55,8
"Sens2","Sens8",NA,NA,NA,NA,NA,"MAC_21",137,8
"Sens2","Sens8",NA,NA,NA,NA,NA,"MAC_18",1,8
"Sens2","Sens8",NA,NA,NA,NA,NA,"MAC_21",83,8
"Sens2","Sens8",NA,NA,NA,NA,NA,"MAC_25",53,8
"Sens2","Sens8",NA,NA,NA,NA,NA,"MAC_7",7,8
"Sens2","Sens8",NA,NA,NA,NA,NA,"MAC_18",62,8
"Sens2","Sens8",NA,NA,NA,NA,NA,"MAC_19",27,8
"Sens2","Sens8",NA,NA,NA,NA,NA,"MAC_20",28,8
"Sens2","Sens8",NA,NA,NA,NA,NA,"MAC_19",96,8
"Sens2","Sens8",NA,NA,NA,NA,NA,"MAC_24",40,8
"Sens2","Sens8",NA,NA,NA,NA,NA,"MAC_7",121,8
"Sens2","Sens8",NA,NA,NA,NA,NA,"MAC_3",42,8
"Sens2","Sens8",NA,NA,NA,NA,NA,"MAC_20",22,8
"Sens2","Sens8",NA,NA,NA,NA,NA,"MAC_6",41,8
"Sens2","Sens8",NA,NA,NA,NA,NA,"MAC_5",144,8
"Sens2","Sens8",NA,NA,NA,NA,NA,"MAC_19",65,8
"Sens2","Sens8",NA,NA,NA,NA,NA,"MAC_5",128,8
"Sens2","Sens8",NA,NA,NA,NA,NA,"MAC_19",35,8
"Sens2","Sens8",NA,NA,NA,NA,NA,"MAC_22",55,8
"Sens2","Sens8",NA,NA,NA,NA,NA,"MAC_22",59,8
"Sens2","Sens8",NA,NA,NA,NA,NA,"MAC_5",5,8
"Sens2","Sens8","Sens3","Sens4",NA,NA,NA,"MAC_19",50,22
"Sens2","Sens8","Sens3","Sens4",NA,NA,NA,"MAC_3",50,22
"Sens2","Sens8","Sens4",NA,NA,NA,NA,"MAC_24",4,9
"Sens2","Sens8","Sens4","Sens2",NA,NA,NA,"MAC_3",48,9
"Sens2","Sens8","Sens4","Sens2",NA,NA,NA,"MAC_3",212,9
"Sens2","Sens8","Sens4","Sens2",NA,NA,NA,"MAC_3",65,9
"Sens2","Sens8","Sens4","Sens2",NA,NA,NA,"MAC_22",154,9
"Sens3","Sens1",NA,NA,NA,NA,NA,"MAC_3",222,2
"Sens3","Sens1",NA,NA,NA,NA,NA,"MAC_10",116,2
"Sens3","Sens1",NA,NA,NA,NA,NA,"MAC_12",73,2
"Sens3","Sens1",NA,NA,NA,NA,NA,"MAC_22",184,2
"Sens3","Sens1",NA,NA,NA,NA,NA,"MAC_3",131,2
"Sens3","Sens1",NA,NA,NA,NA,NA,"MAC_3",216,2
"Sens3","Sens1",NA,NA,NA,NA,NA,"MAC_17",48,2
"Sens3","Sens1",NA,NA,NA,NA,NA,"MAC_3",106,2
"Sens3","Sens1","Sens3","Sens4",NA,NA,NA,"MAC_24",125,15
"Sens3","Sens1","Sens3","Sens4",NA,NA,NA,"MAC_2",35,15
"Sens3","Sens1","Sens3","Sens4",NA,NA,NA,"MAC_2",63,15
"Sens3","Sens1","Sens3","Sens4",NA,NA,NA,"MAC_2",18,15
"Sens3","Sens1","Sens3","Sens4","Sens8",NA,NA,"MAC_2",47,15
"Sens3","Sens1","Sens3","Sens4","Sens8",NA,NA,"MAC_2",45,15
"Sens3","Sens1","Sens4",NA,NA,NA,NA,"MAC_23",8,15
"Sens3","Sens1","Sens7",NA,NA,NA,NA,"MAC_2",58,25
"Sens3","Sens1","Sens8","Sens4","Sens2",NA,NA,"MAC_24",139,6
"Sens3","Sens2",NA,NA,NA,NA,NA,"MAC_3",186,6
"Sens3","Sens2",NA,NA,NA,NA,NA,"MAC_20",161,6
"Sens3","Sens2",NA,NA,NA,NA,NA,"MAC_7",114,6
"Sens3","Sens2",NA,NA,NA,NA,NA,"MAC_20",159,6
"Sens3","Sens2",NA,NA,NA,NA,NA,"MAC_15",83,6
"Sens3","Sens2",NA,NA,NA,NA,NA,"MAC_24",57,6
"Sens3","Sens2",NA,NA,NA,NA,NA,"MAC_24",72,6
"Sens3","Sens2",NA,NA,NA,NA,NA,"MAC_7",129,6
"Sens3","Sens2",NA,NA,NA,NA,NA,"MAC_20",144,6
"Sens3","Sens2",NA,NA,NA,NA,NA,"MAC_20",169,6
"Sens3","Sens2",NA,NA,NA,NA,NA,"MAC_15",56,6
"Sens3","Sens2",NA,NA,NA,NA,NA,"MAC_1",11,6
"Sens3","Sens2",NA,NA,NA,NA,NA,"MAC_20",175,6
"Sens3","Sens2",NA,NA,NA,NA,NA,"MAC_4",29,6
"Sens3","Sens2",NA,NA,NA,NA,NA,"MAC_15",36,6
"Sens3","Sens2",NA,NA,NA,NA,NA,"MAC_20",155,6
"Sens3","Sens2",NA,NA,NA,NA,NA,"MAC_15",66,6
"Sens3","Sens2",NA,NA,NA,NA,NA,"MAC_24",113,6
"Sens3","Sens2",NA,NA,NA,NA,NA,"MAC_20",183,6
"Sens3","Sens2",NA,NA,NA,NA,NA,"MAC_1",39,6
"Sens3","Sens2",NA,NA,NA,NA,NA,"MAC_20",171,6
"Sens3","Sens2",NA,NA,NA,NA,NA,"MAC_24",129,6
"Sens3","Sens2",NA,NA,NA,NA,NA,"MAC_5",6,6
"Sens3","Sens2",NA,NA,NA,NA,NA,"MAC_24",25,6
"Sens3","Sens2",NA,NA,NA,NA,NA,"MAC_4",47,6
"Sens3","Sens2",NA,NA,NA,NA,NA,"MAC_20",195,6
"Sens3","Sens2",NA,NA,NA,NA,NA,"MAC_1",118,6
"Sens3","Sens2",NA,NA,NA,NA,NA,"MAC_16",38,6
"Sens3","Sens2",NA,NA,NA,NA,NA,"MAC_15",82,6
"Sens3","Sens2",NA,NA,NA,NA,NA,"MAC_3",77,6
"Sens3","Sens2",NA,NA,NA,NA,NA,"MAC_20",146,6
"Sens3","Sens2",NA,NA,NA,NA,NA,"MAC_14",93,6
